x,y
0.000000000000000000e+00,-2.583568386454840882e-01
4.216902890724554681e-02,9.810979040338040080e-02
8.433805781449109362e-02,8.223018422838138108e-02
1.265070867217366335e-01,-1.260790067278523552e-01
1.686761156289821872e-01,3.188170002032684747e-01
2.108451445362277410e-01,3.075405404421592825e-01
2.530141734434732670e-01,-3.321532884588085377e-03
2.951832023507188207e-01,3.855621103082052525e-01
3.373522312579643745e-01,3.863502347772131973e-01
3.795212601652099282e-01,6.538130865674379733e-02
4.216902890724554820e-01,-3.440389688135758739e-03
4.638593179797010357e-01,1.013121598473161744e-01
5.060283468869465340e-01,1.045618271293127677e+00
5.481973757941921432e-01,8.562241287335765616e-01
5.903664047014376415e-01,5.622243748024746690e-01
6.325354336086832507e-01,6.553064291197420177e-01
6.747044625159287490e-01,8.400337545797177397e-01
7.168734914231742472e-01,6.503372897812236264e-01
7.590425203304198565e-01,6.608226813735434968e-01
8.012115492376653547e-01,5.158332625732540144e-01
8.433805781449109640e-01,5.516405539564172011e-01
8.855496070521564622e-01,7.407809839688120901e-01
9.277186359594020715e-01,7.889239378512534762e-01
9.698876648666475697e-01,7.195254354408441300e-01
1.012056693773893068e+00,8.323248944150050121e-01
1.054225722681138677e+00,1.014618183851843547e+00
1.096394751588384286e+00,5.257019802858099444e-01
1.138563780495629674e+00,7.500365643752185951e-01
1.180732809402875283e+00,6.122968956101637605e-01
1.222901838310120892e+00,8.851612976224391138e-01
1.265070867217366501e+00,9.772145051386064152e-01
1.307239896124611889e+00,1.108571249383359270e+00
1.349408925031857498e+00,9.859162961323052476e-01
1.391577953939103107e+00,1.065445575147017543e+00
1.433746982846348494e+00,8.700338613321807468e-01
1.475916011753594104e+00,1.164741350435137823e+00
1.518085040660839713e+00,7.665667472216727285e-01
1.560254069568085322e+00,7.576111722298140005e-01
1.602423098475330709e+00,6.091148349795544314e-01
1.644592127382576319e+00,5.310608804532961358e-01
1.686761156289821928e+00,1.119753377507590297e+00
1.728930185197067315e+00,1.217044952505656585e+00
1.771099214104312924e+00,1.154549637526238293e+00
1.813268243011558534e+00,7.826290360169505522e-01
1.855437271918804143e+00,1.115304588009503384e+00
1.897606300826049530e+00,9.337485016037418983e-01
1.939775329733295139e+00,9.366360424005494290e-01
1.981944358640540749e+00,9.660968324540883945e-01
