x,y
0.000000000000000000e+00,-1.860444561473728053e-01
4.216902890724554681e-02,-4.776056273090801413e-02
8.433805781449109362e-02,3.629160381977010741e-01
1.265070867217366335e-01,-1.606300653310505089e-02
1.686761156289821872e-01,3.446511278224786978e-02
2.108451445362277410e-01,1.932430513862415100e-01
2.530141734434732670e-01,2.271860096572352328e-01
2.951832023507188207e-01,1.858102335859823095e-01
3.373522312579643745e-01,9.970655281400075953e-02
3.795212601652099282e-01,6.483051742328547196e-01
4.216902890724554820e-01,5.694627908415015316e-01
4.638593179797010357e-01,2.277979581578299939e-01
5.060283468869465340e-01,4.263476649053250522e-01
5.481973757941921432e-01,4.347658998894046722e-01
5.903664047014376415e-01,3.907120872355119845e-01
6.325354336086832507e-01,6.592959671580417291e-01
6.747044625159287490e-01,2.470752846337485042e-01
7.168734914231742472e-01,5.725954052530743965e-01
7.590425203304198565e-01,6.088113372158044934e-01
8.012115492376653547e-01,5.406014796239622111e-01
8.433805781449109640e-01,9.741635869123732583e-01
8.855496070521564622e-01,5.291424698405936544e-01
9.277186359594020715e-01,6.179423762748866844e-01
9.698876648666475697e-01,7.377604296140631845e-01
1.012056693773893068e+00,1.073571142928180011e+00
1.054225722681138677e+00,9.403368357812764700e-01
1.096394751588384286e+00,7.811861721024885297e-01
1.138563780495629674e+00,8.124256145063867285e-01
1.180732809402875283e+00,1.016963653566680392e+00
1.222901838310120892e+00,1.024463608331344533e+00
1.265070867217366501e+00,8.931708856121267637e-01
1.307239896124611889e+00,1.046681057454026398e+00
1.349408925031857498e+00,6.609980233684253914e-01
1.391577953939103107e+00,1.077880718802419091e+00
1.433746982846348494e+00,9.624905168949825507e-01
1.475916011753594104e+00,7.073103628782868579e-01
1.518085040660839713e+00,1.104690578514862853e+00
1.560254069568085322e+00,1.104997471900741157e+00
1.602423098475330709e+00,7.961006802272982963e-01
1.644592127382576319e+00,1.082858814406126191e+00
1.686761156289821928e+00,7.747939531090760612e-01
1.728930185197067315e+00,9.882009739763538692e-01
1.771099214104312924e+00,1.224637321144401048e+00
1.813268243011558534e+00,1.252851288985558531e+00
1.855437271918804143e+00,1.000790563759781149e+00
1.897606300826049530e+00,1.206015457182458395e+00
1.939775329733295139e+00,6.368334960012740353e-01
1.981944358640540749e+00,7.986318729171236752e-01
2.024113387547786136e+00,9.909601439356450214e-01
2.066282416455031967e+00,9.334235760924987080e-01
2.108451445362277354e+00,8.742655657721368767e-01
2.150620474269522742e+00,8.967026552775835269e-01
2.192789503176768573e+00,6.753130018844730742e-01
2.234958532084013960e+00,1.155409489584440674e+00
2.277127560991259347e+00,4.498291892786919766e-01
2.319296589898505179e+00,4.678407181469376175e-01
2.361465618805750566e+00,8.341166100880997858e-01
2.403634647712995953e+00,5.365641045567689504e-01
2.445803676620241784e+00,1.081167358533239753e+00
2.487972705527487172e+00,7.762242295745844789e-01
2.530141734434733003e+00,7.222690045299425821e-01
2.572310763341978390e+00,5.433869942127522723e-01
2.614479792249223777e+00,9.063717190651077171e-01
2.656648821156469609e+00,3.947344668977794679e-01
2.698817850063714996e+00,7.912029636661053189e-01
2.740986878970960383e+00,1.594871762285218486e-01
2.783155907878206214e+00,3.746284819852258030e-01
2.825324936785451602e+00,1.085733182031560218e-01
2.867493965692696989e+00,-2.242324555288460752e-01
2.909662994599942820e+00,1.737020536699075135e-01
2.951832023507188207e+00,4.307665909711084207e-01
2.994001052414434039e+00,4.059420282358706666e-01
3.036170081321679426e+00,5.343298769637496726e-01
3.078339110228924813e+00,2.528528718144241738e-01
3.120508139136170644e+00,6.739830163241332384e-02
3.162677168043416032e+00,-1.769217392618841617e-02
3.204846196950661419e+00,-1.770328368428640831e-01
3.247015225857907250e+00,-4.768829399052640361e-03
3.289184254765152637e+00,1.267666070369758979e-01
3.331353283672398025e+00,-5.516978688419760246e-01
3.373522312579643856e+00,-1.994921930071315297e-01
3.415691341486889243e+00,-1.345838732577159247e-02
3.457860370394134630e+00,-1.226904151341690064e-02
3.500029399301380462e+00,-2.093085689119948967e-01
3.542198428208625849e+00,-5.303093574587991466e-01
3.584367457115871680e+00,-4.891694783260267521e-01
3.626536486023117067e+00,-5.642921121007742347e-01
3.668705514930362455e+00,-3.793752632057831864e-01
3.710874543837608286e+00,-2.926813183059777113e-01
3.753043572744853673e+00,-4.743888306044544145e-01
3.795212601652099060e+00,-8.396976491935832509e-01
3.837381630559344892e+00,-5.115121780044571409e-01
3.879550659466590279e+00,-5.809796867436748391e-01
3.921719688373835666e+00,-9.835635766717931716e-01
3.963888717281081497e+00,-9.867131888716873522e-01
4.006057746188327329e+00,-6.476525802311733360e-01
4.048226775095572272e+00,-9.280279910151776335e-01
4.090395804002818103e+00,-5.618985805831275826e-01
4.132564832910063934e+00,-5.895554139183147857e-01
4.174733861817308878e+00,-5.122576528023996545e-01
4.216902890724554709e+00,-5.911429566939518931e-01
4.259071919631800540e+00,-9.806910654900159452e-01
4.301240948539045483e+00,-1.200013055606869550e+00
4.343409977446291315e+00,-1.044195220380667921e+00
4.385579006353537146e+00,-1.143109508565564703e+00
4.427748035260782089e+00,-1.117031384710110320e+00
4.469917064168027920e+00,-1.167541342125405945e+00
4.512086093075273752e+00,-1.079860522448858884e+00
4.554255121982518695e+00,-8.687482352057109836e-01
4.596424150889764526e+00,-1.216386400166389326e+00
4.638593179797010357e+00,-8.818075588345148930e-01
4.680762208704255301e+00,-9.493951148805946927e-01
4.722931237611501132e+00,-1.101756517625571030e+00
4.765100266518746963e+00,-1.273536420278571057e+00
4.807269295425991906e+00,-5.119466793249256575e-01
4.849438324333237738e+00,-8.675223954884071498e-01
4.891607353240483569e+00,-9.775429132806282562e-01
4.933776382147729400e+00,-1.118919547358353750e+00
4.975945411054974343e+00,-1.072491289530679293e+00
5.018114439962220175e+00,-1.081048706282428107e+00
5.060283468869466006e+00,-8.199166379486326761e-01
5.102452497776710949e+00,-9.957065513787531907e-01
5.144621526683956780e+00,-8.395372653104670180e-01
5.186790555591202612e+00,-7.946234809321311987e-01
5.228959584498447555e+00,-9.617790643382737592e-01
5.271128613405693386e+00,-6.327192308458606806e-01
5.313297642312939217e+00,-9.539739376751928956e-01
5.355466671220184161e+00,-9.772590343335820773e-01
5.397635700127429992e+00,-1.157644314130261920e+00
5.439804729034675823e+00,-6.133103550468201881e-01
5.481973757941920766e+00,-8.033846520679113201e-01
5.524142786849166598e+00,-5.591560491077307571e-01
5.566311815756412429e+00,-4.821195995447465910e-01
5.608480844663657372e+00,-5.530787381044386386e-01
5.650649873570903203e+00,-3.862997579108262691e-01
5.692818902478149035e+00,-8.036906508106481661e-01
5.734987931385393978e+00,-5.629828810930761485e-01
5.777156960292639809e+00,-6.488069943914847038e-01
5.819325989199885640e+00,-5.098995572895121953e-01
5.861495018107130583e+00,-3.591819889076025563e-01
5.903664047014376415e+00,-4.355615156652282161e-01
5.945833075921622246e+00,-2.622533881967371583e-01
5.988002104828868077e+00,-3.321110500578374758e-01
6.030171133736113021e+00,-2.113346434443895694e-01
6.072340162643358852e+00,-2.069067079762806072e-01
6.114509191550604683e+00,1.410536550530072653e-01
6.156678220457849626e+00,2.258047268397403717e-01
6.198847249365095458e+00,2.225431139779421308e-02
6.241016278272341289e+00,-9.004892784810661355e-02
6.283185307179586232e+00,1.194013050724925112e-01
5.145195350143112911e+00,-6.380258059893218620e-03
4.985270749737422236e+00,1.208631581586923492e-01
4.955149043890061833e+00,6.795239655514297983e-01
4.778223491453500671e+00,5.361044801679286653e-01
4.260894417091296127e+00,5.056197995704304615e-01
4.430277006019493591e+00,3.410583145232078950e-01
5.143355284611757838e+00,8.773294806182150296e-01
5.164790392359227766e+00,1.568631274414950427e+00
4.637537585938908080e+00,1.705532755637344966e+00
4.816053032549147517e+00,2.425613749653224183e+00
4.647160504777747114e+00,1.803635851358400100e+00
4.366320389964036153e+00,2.048600653086960932e+00
3.784867404145031422e+00,2.227325498662948711e+00
4.145867248952680661e+00,3.328981796529548287e+00
4.280382679281429681e+00,2.147516213443117827e+00
3.911204561914729538e+00,2.801183638524823216e+00
3.903197442035581055e+00,2.858685838858382233e+00
3.594212326221779552e+00,3.317546940325682314e+00
3.974720817973817599e+00,3.300060686868625304e+00
3.690847794138201188e+00,3.678564075044093773e+00
3.306359279798326778e+00,4.020666460167028333e+00
3.169442855378564072e+00,3.748504386189106530e+00
3.383193791456620581e+00,3.998618300517059687e+00
2.430815230885988498e+00,4.218217075801342197e+00
2.781217302957673443e+00,4.420544006331638798e+00
2.850935747392023600e+00,4.100868065115190753e+00
2.528962874963463392e+00,4.440647426660351726e+00
2.716221506362791693e+00,4.335927216801145789e+00
2.045155819973736300e+00,4.533990142625475173e+00
1.752550845778347410e+00,4.526687787826281451e+00
2.463576808386316319e+00,4.633479669556929359e+00
9.835734306747538902e-01,4.616883834278228349e+00
1.475339697976921327e+00,4.978197360461440901e+00
1.067199045200919905e+00,4.562853724868821459e+00
1.431501252668057056e+00,5.257166567997627382e+00
7.294170886721544900e-01,4.740565595125000975e+00
